Entidad,Fecha y Hora de Publicacion,Nomenclatura,Objeto de Contratacion,Descripcion del Objeto ,Valor Referencial,Moneda,Fecha Fin Formulación de consultas y observaciones(Electronica),Absolución de consultas y observaciones(Electronica),Integración de las Bases,Fecha Presentacion de Propuesta,Fecha de Buena Pro,Estado,Fideicomiso,Ruc,Razon Social,Tipo de Formulario,Telefono,Email,Ola
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),16/10/2023,CP-SM-48-2023-MTC-20-1,Consultoría de Obra,Contratación del Supervisor de la Obra: Rehabilitación y Mejoramiento de la Carretera Huallanca - Caraz," $30,824,131.36 ",Soles,30/10/2023,15/12/2023,15/12/2023,29/12/2023,07/02/2024,Convocado,No,20524383901,URCI CONSULTORES S.L. SUCURSAL DEL PERU,Consulta,4420808,urciperu@urciconsultores.com,Febrero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),16/10/2023,CP-SM-48-2023-MTC-20-1,Consultoría de Obra,Contratación del Supervisor de la Obra: Rehabilitación y Mejoramiento de la Carretera Huallanca - Caraz," $30,824,131.36 ",Soles,30/10/2023,15/12/2023,15/12/2023,29/12/2023,07/02/2024,Convocado,No,20100356270,CUMBRA INGENIERIA S.A.,Consulta,2130502-994881337,chmusso@cumbra.com.pe,Febrero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),16/10/2023,CP-SM-48-2023-MTC-20-1,Consultoría de Obra,Contratación del Supervisor de la Obra: Rehabilitación y Mejoramiento de la Carretera Huallanca - Caraz," $30,824,131.36 ",Soles,30/10/2023,15/12/2023,15/12/2023,29/12/2023,07/02/2024,Convocado,No,20101345018,HOB CONSULTORES S.A.,Consulta/Observación,7158111-322,hob@hobconsultores.com,Febrero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),16/10/2023,CP-SM-48-2023-MTC-20-1,Consultoría de Obra,Contratación del Supervisor de la Obra: Rehabilitación y Mejoramiento de la Carretera Huallanca - Caraz," $30,824,131.36 ",Soles,30/10/2023,15/12/2023,15/12/2023,29/12/2023,07/02/2024,Convocado,No,20100913225,JNR CONSULTORES SOCIEDAD ANONIMA,Consulta/Observación,943682334-959976859,licitaciones@jnrconsultores.com,Febrero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),16/10/2023,CP-SM-48-2023-MTC-20-1,Consultoría de Obra,Contratación del Supervisor de la Obra: Rehabilitación y Mejoramiento de la Carretera Huallanca - Caraz," $30,824,131.36 ",Soles,30/10/2023,15/12/2023,15/12/2023,29/12/2023,07/02/2024,Convocado,No,20136833368,GEOCONSULT S.A. CONSULTORES GENERALES,Consulta/Observación,7132451-933416333,licitaciones@geoconsultperu.com,Febrero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),24/11/2023,CP-SM-36-2023-MTC/20-1,Servicio,SERVICIO DE CONSERVACION PERIÓDICA DE LA CARRETERA: DV. ANTAMINA - HUALLANCA," $28,155,100.57 ",Soles,12/12/2023,05/02/2024,05/02/2024,15/02/2024,19/02/2024,Convocado,No,20547047398,AG3 ARQUITECTOS INGENIEROS SOCIEDAD ANONIMA CERRADA,Consulta/Observación,2262477-915077701,ag3groupsac@gmail.com,Febrero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),24/11/2023,CP-SM-36-2023-MTC/20-1,Servicio,SERVICIO DE CONSERVACION PERIÓDICA DE LA CARRETERA: DV. ANTAMINA - HUALLANCA," $28,155,100.57 ",Soles,12/12/2023,05/02/2024,05/02/2024,15/02/2024,19/02/2024,Convocado,No,20494015740,CORPORACION AGRARIA BAMBU ALTO MAYO E.I.R.L.,Consulta/Observación,042-551245-923056256,corp.bambu@gmail.com,Febrero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),24/11/2023,CP-SM-36-2023-MTC/20-1,Servicio,SERVICIO DE CONSERVACION PERIÓDICA DE LA CARRETERA: DV. ANTAMINA - HUALLANCA," $28,155,100.57 ",Soles,12/12/2023,05/02/2024,05/02/2024,15/02/2024,19/02/2024,Convocado,No,20407509758,CHACON CONTRATISTAS GENERALES S.A,Consulta,2194200-996117810,cesar.esquivel@chacongesa.com,Febrero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),24/11/2023,CP-SM-36-2023-MTC/20-1,Servicio,SERVICIO DE CONSERVACION PERIÓDICA DE LA CARRETERA: DV. ANTAMINA - HUALLANCA," $28,155,100.57 ",Soles,12/12/2023,05/02/2024,05/02/2024,15/02/2024,19/02/2024,Convocado,No,20515134442,LEVANTE SAC,Observación/Consulta,969 288 294,contactenos@levante.pe,Febrero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),24/11/2023,CP-SM-36-2023-MTC/20-1,Servicio,SERVICIO DE CONSERVACION PERIÓDICA DE LA CARRETERA: DV. ANTAMINA - HUALLANCA," $28,155,100.57 ",Soles,12/12/2023,05/02/2024,05/02/2024,15/02/2024,19/02/2024,Convocado,No,20523535308,COPABANTI CONTRATISTA GENERAL  E.I.R.L - COPCOGE E.I.R.L.,Observación/Consulta,4280082,COpabanti@gmail.com,Febrero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),24/11/2023,CP-SM-36-2023-MTC/20-1,Servicio,SERVICIO DE CONSERVACION PERIÓDICA DE LA CARRETERA: DV. ANTAMINA - HUALLANCA," $28,155,100.57 ",Soles,12/12/2023,05/02/2024,05/02/2024,15/02/2024,19/02/2024,Convocado,No,20611592320,GRUPO IGNEAS S.A.C.,Observación/Consulta,917162742,grupoigneas@gmail.com,Febrero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),24/11/2023,CP-SM-36-2023-MTC/20-1,Servicio,SERVICIO DE CONSERVACION PERIÓDICA DE LA CARRETERA: DV. ANTAMINA - HUALLANCA," $28,155,100.57 ",Soles,12/12/2023,05/02/2024,05/02/2024,15/02/2024,19/02/2024,Convocado,No,20296884783,MULTISERVICIOS VICA S.A.,Consulta,7369918,info@multivica.com,Febrero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),24/11/2023,CP-SM-36-2023-MTC/20-1,Servicio,SERVICIO DE CONSERVACION PERIÓDICA DE LA CARRETERA: DV. ANTAMINA - HUALLANCA," $28,155,100.57 ",Soles,12/12/2023,05/02/2024,05/02/2024,15/02/2024,19/02/2024,Convocado,No,10166608088,DAVILA TORO LITO MANUEL,Consulta,,lito.davila@hotmail.com,Febrero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),24/11/2023,CP-SM-36-2023-MTC/20-1,Servicio,SERVICIO DE CONSERVACION PERIÓDICA DE LA CARRETERA: DV. ANTAMINA - HUALLANCA," $28,155,100.57 ",Soles,12/12/2023,05/02/2024,05/02/2024,15/02/2024,19/02/2024,Convocado,No,20480441746,EDIFICACIONES Y CONSTRUCCIONES MODERNAS DEL PERU S.A.C.,Consulta/Observación,969408513,cardat_24@hotmail.com,Febrero 2024
GOBIERNO REGIONAL DE LORETO - GERENCIA SUB REGIONAL ALTO AMAZONAS YURIMAGUAS,11/12/2023,LP-SM-3-2023-GRL-GSRAA/18.CS-1,Obra,"EJECUCIÓN DE OBRA: ¿MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS INICIAL, PRIMARIA Y SECUNDARIA DE LA I.E.P.E.B.R. PUERTO PERÚ ¿ DISTRITO DE YURIMAGUAS ¿ PROVINCIA DE ALTO AMAZONAS ¿ REGION LORETO¿, CON CUI N° 2369767."," $26,049,102.39 ",Soles,28/12/2023,31/01/2024,02/02/2024,14/02/2024,15/02/2024,Convocado,No,20277977509,GRUPO DRASSA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,Observación,4956213-974995254,ARCSRL1@HOTMAIL.com,Febrero 2024
GOBIERNO REGIONAL DE LORETO SEDE CENTRAL,28/11/2023,LP-SM-23-2023-CSO-GRL-1,Obra,"CONTRATACION DE LA EJECUCION DE LA OBRA: ¿MEJORAMIENTO DE LOS SERVICIOS DE EDUCACIÓN DE LOS NIVELES DE INICIAL, PRIMARIA Y SECUNDARIA DE LA INSTITUCIÓN EDUCATIVA Nº 62378 ¿ LOS JARDINES DEL DISTRITO DE ANDOAS, PROVINCIA DEL DATEM DEL MARAÑÓN, DEPARTAMENTO DE LORETO¿, CON CUI Nº 2504516"," $25,243,126.02 ",Soles,14/12/2023,17/01/2024,17/01/2024,06/02/2024,07/02/2024,Convocado,No,20482752901,MAQUINARIA CONSTRUCCION Y MINERIA MACOMI S.A.C.,Consulta,999043824,macomisac@hotmail.com,Febrero 2024
GOBIERNO REGIONAL DE CAJAMARCA SEDE CENTRAL,21/12/2023,LP-SM-1-2023-GR.CAJ-1,Obra,"EJECUCIÓN DE OBRA: MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LAS INSTITUCIONES EDUCATIVAS DE NIVEL PRIMARIO EN LAS LOCALIDADES DE CHONTA BAJA, PAMPA DE SAN LUIS, EL PORVENIR Y LAS VIZCACHAS, EN LA PROVINCIA DE SAN PABLO - REGIÓN CAJAMARCA - CUI Nro 2173473"," $25,133,901.63 ",Soles,10/01/2024,24/01/2024,24/01/2024,02/02/2024,07/02/2024,Convocado,No,20605141600,CONSTRUCCIONES Y CONTRATAS DEL PERU S.A.C.,Observación/Consulta,955810536,drodriguez@cisac.pe,Febrero 2024
GOBIERNO REGIONAL DE CAJAMARCA SEDE CENTRAL,21/12/2023,LP-SM-1-2023-GR.CAJ-1,Obra,"EJECUCIÓN DE OBRA: MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LAS INSTITUCIONES EDUCATIVAS DE NIVEL PRIMARIO EN LAS LOCALIDADES DE CHONTA BAJA, PAMPA DE SAN LUIS, EL PORVENIR Y LAS VIZCACHAS, EN LA PROVINCIA DE SAN PABLO - REGIÓN CAJAMARCA - CUI Nro 2173473"," $25,133,901.63 ",Soles,10/01/2024,24/01/2024,24/01/2024,02/02/2024,07/02/2024,Convocado,No,20604939951,EQIPM A Y R SERVICIOS GENERALES S.R.L.,Observación/Consulta,921624539,eqipmayrserviciosgeneralessrl@hotmail.com,Febrero 2024
GOBIERNO REGIONAL DE CAJAMARCA SEDE CENTRAL,21/12/2023,LP-SM-1-2023-GR.CAJ-1,Obra,"EJECUCIÓN DE OBRA: MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LAS INSTITUCIONES EDUCATIVAS DE NIVEL PRIMARIO EN LAS LOCALIDADES DE CHONTA BAJA, PAMPA DE SAN LUIS, EL PORVENIR Y LAS VIZCACHAS, EN LA PROVINCIA DE SAN PABLO - REGIÓN CAJAMARCA - CUI Nro 2173473"," $25,133,901.63 ",Soles,10/01/2024,24/01/2024,24/01/2024,02/02/2024,07/02/2024,Convocado,No,20603926952,CONSTRUCTORA V Y Q S.A.C.,Observación,941147116,constructoravyq@gmail.com,Febrero 2024
GOBIERNO REGIONAL DE CAJAMARCA SEDE CENTRAL,21/12/2023,LP-SM-1-2023-GR.CAJ-1,Obra,"EJECUCIÓN DE OBRA: MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LAS INSTITUCIONES EDUCATIVAS DE NIVEL PRIMARIO EN LAS LOCALIDADES DE CHONTA BAJA, PAMPA DE SAN LUIS, EL PORVENIR Y LAS VIZCACHAS, EN LA PROVINCIA DE SAN PABLO - REGIÓN CAJAMARCA - CUI Nro 2173473"," $25,133,901.63 ",Soles,10/01/2024,24/01/2024,24/01/2024,02/02/2024,07/02/2024,Convocado,No,20529698918,GRUCONS J  &amp;amp; M CONTRATISTAS GENERALES S.A.C.,Consulta/Observación,996565748,GRUCONSJYMSAC@HOTMAIL.COM,Febrero 2024
GOBIERNO REGIONAL DE CAJAMARCA SEDE CENTRAL,21/12/2023,LP-SM-1-2023-GR.CAJ-1,Obra,"EJECUCIÓN DE OBRA: MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LAS INSTITUCIONES EDUCATIVAS DE NIVEL PRIMARIO EN LAS LOCALIDADES DE CHONTA BAJA, PAMPA DE SAN LUIS, EL PORVENIR Y LAS VIZCACHAS, EN LA PROVINCIA DE SAN PABLO - REGIÓN CAJAMARCA - CUI Nro 2173473"," $25,133,901.63 ",Soles,10/01/2024,24/01/2024,24/01/2024,02/02/2024,07/02/2024,Convocado,No,20548123888,EXTRACO S.A. SUCURSAL PERU,Observación,3965568-988344894,central@extraco.pe,Febrero 2024
GOBIERNO REGIONAL DE CAJAMARCA SEDE CENTRAL,21/12/2023,LP-SM-1-2023-GR.CAJ-1,Obra,"EJECUCIÓN DE OBRA: MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LAS INSTITUCIONES EDUCATIVAS DE NIVEL PRIMARIO EN LAS LOCALIDADES DE CHONTA BAJA, PAMPA DE SAN LUIS, EL PORVENIR Y LAS VIZCACHAS, EN LA PROVINCIA DE SAN PABLO - REGIÓN CAJAMARCA - CUI Nro 2173473"," $25,133,901.63 ",Soles,10/01/2024,24/01/2024,24/01/2024,02/02/2024,07/02/2024,Convocado,No,20601310733,KATERIN CONSTRUCCIONES S.R.L.,Observación,989902771,janet33357@gmail.com,Febrero 2024
MUNICIPALIDAD DISTRITAL DE AYNA SAN FRANCISCO,11/12/2023,LP-SM-1-2023-MDASF-CS-1,Obra,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACION PRIMARIA EN LA INSTITUCION EDUCATIVA N° 39017 MX-P, DE LA CIUDAD DE SAN FRANCISCO, DISTRITO DE AYNA - LA MAR - AYACUCHO"," $23,119,258.16 ",Soles,28/12/2023,29/12/2023,29/12/2023,01/02/2024,09/02/2024,Convocado,No,99000031972,RUEDA ALVAREZ CARLOS URIAS,Consulta,977940751,carlosruedaurias2021@gmail.com,Febrero 2024
MUNICIPALIDAD DISTRITAL DE AYNA SAN FRANCISCO,11/12/2023,LP-SM-1-2023-MDASF-CS-1,Obra,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACION PRIMARIA EN LA INSTITUCION EDUCATIVA N° 39017 MX-P, DE LA CIUDAD DE SAN FRANCISCO, DISTRITO DE AYNA - LA MAR - AYACUCHO"," $23,119,258.16 ",Soles,28/12/2023,29/12/2023,29/12/2023,01/02/2024,09/02/2024,Convocado,No,20494784450,PROJECT SERVICES H &amp;amp; G S.A.C.,Observación,966969500,liliana.godoyp@gmail.com,Febrero 2024
MUNICIPALIDAD DISTRITAL DE AYNA SAN FRANCISCO,11/12/2023,LP-SM-1-2023-MDASF-CS-1,Obra,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACION PRIMARIA EN LA INSTITUCION EDUCATIVA N° 39017 MX-P, DE LA CIUDAD DE SAN FRANCISCO, DISTRITO DE AYNA - LA MAR - AYACUCHO"," $23,119,258.16 ",Soles,28/12/2023,29/12/2023,29/12/2023,01/02/2024,09/02/2024,Convocado,No,20601760658,IMPEX WAYRA E.I.R.L.,Observación,941877330,liliana.godoyp@gmail.com,Febrero 2024
MUNICIPALIDAD DISTRITAL DE AYNA SAN FRANCISCO,11/12/2023,LP-SM-1-2023-MDASF-CS-1,Obra,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACION PRIMARIA EN LA INSTITUCION EDUCATIVA N° 39017 MX-P, DE LA CIUDAD DE SAN FRANCISCO, DISTRITO DE AYNA - LA MAR - AYACUCHO"," $23,119,258.16 ",Soles,28/12/2023,29/12/2023,29/12/2023,01/02/2024,09/02/2024,Convocado,No,20611592320,GRUPO IGNEAS S.A.C.,Observación/Consulta,917162742,grupoigneas@gmail.com,Febrero 2024
MUNICIPALIDAD DISTRITAL DE AYNA SAN FRANCISCO,11/12/2023,LP-SM-1-2023-MDASF-CS-1,Obra,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACION PRIMARIA EN LA INSTITUCION EDUCATIVA N° 39017 MX-P, DE LA CIUDAD DE SAN FRANCISCO, DISTRITO DE AYNA - LA MAR - AYACUCHO"," $23,119,258.16 ",Soles,28/12/2023,29/12/2023,29/12/2023,01/02/2024,09/02/2024,Convocado,No,20607818143,QUINTANA CONTRATISTAS E.I.R.L.,Observación,977467325,ROSALYNVVO@GMAIL.COM,Febrero 2024
MUNICIPALIDAD DISTRITAL DE AYNA SAN FRANCISCO,11/12/2023,LP-SM-1-2023-MDASF-CS-1,Obra,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACION PRIMARIA EN LA INSTITUCION EDUCATIVA N° 39017 MX-P, DE LA CIUDAD DE SAN FRANCISCO, DISTRITO DE AYNA - LA MAR - AYACUCHO"," $23,119,258.16 ",Soles,28/12/2023,29/12/2023,29/12/2023,01/02/2024,09/02/2024,Convocado,No,20608596888,CONTRATISTAS Y SERVICIOS GENERALES RONMAR S.A.C.,Observación,944904664,ronmarsac@gmail.com,Febrero 2024
DIRECCION GENERAL DE ELECTRIFICACION RURAL DEL MINISTERIO DE ENERGÍA Y MINAS,31/10/2023,LP-SM-14-2023-MINEM/DGER-1,Obra,"EJECUCIÓN DE OBRA: AMPLIACION DEL SISTEMA ELECTRICO RURAL DE LAS LOCALIDADES DEL DISTRITO DE PUERTO BERMUDEZ, PROVINCIA DE OXAPAMPA-PASCO"," $22,977,563.07 ",Soles,15/11/2023,23/11/2023,23/11/2023,04/12/2023,09/02/2024,Convocado,No,20605979832,"DIAZ &amp;amp; GALVAN ACTIVIDADES DE CONSTRUCCION, SERVICIOS Y CONSULTORIA SOCIEDAD ANONIMA CERRADA",Consulta,64636616-978778268,diagalsac@gmail.com,Febrero 2024
DIRECCION GENERAL DE ELECTRIFICACION RURAL DEL MINISTERIO DE ENERGÍA Y MINAS,31/10/2023,LP-SM-14-2023-MINEM/DGER-1,Obra,"EJECUCIÓN DE OBRA: AMPLIACION DEL SISTEMA ELECTRICO RURAL DE LAS LOCALIDADES DEL DISTRITO DE PUERTO BERMUDEZ, PROVINCIA DE OXAPAMPA-PASCO"," $22,977,563.07 ",Soles,15/11/2023,23/11/2023,23/11/2023,04/12/2023,09/02/2024,Convocado,No,20261682363,VICAVELSA CONTRATISTAS GENERALES S.A.,Consulta,979783614,vicavelsasa@gmail.com,Febrero 2024
DIRECCION GENERAL DE ELECTRIFICACION RURAL DEL MINISTERIO DE ENERGÍA Y MINAS,31/10/2023,LP-SM-14-2023-MINEM/DGER-1,Obra,"EJECUCIÓN DE OBRA: AMPLIACION DEL SISTEMA ELECTRICO RURAL DE LAS LOCALIDADES DEL DISTRITO DE PUERTO BERMUDEZ, PROVINCIA DE OXAPAMPA-PASCO"," $22,977,563.07 ",Soles,15/11/2023,23/11/2023,23/11/2023,04/12/2023,09/02/2024,Convocado,No,20508540605,PACOSA S.A.C.,Consulta,2566035,hsanchez@pacosa.com.pe,Febrero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),16/11/2023,CP-SM-56-2023-MTC/20-1,Consultoría de Obra,"ESTUDIO DEFINITIVO DEL PROYECTO MEJORAMIENTO DE LA CARRETERA EMP. PE-28C (DV. PICHARI)-ABRA CIELO PUNCO - BOCA SANTA ANA - KEPASHIATO - KUMPIRUSHIATO - KITENI - PALMA REAL, TRAMO I, II y III"," $19,046,710.81 ",Soles,30/11/2023,20/12/2023,20/12/2023,05/01/2024,09/02/2024,Convocado,No,20100356270,CUMBRA INGENIERIA S.A.,Consulta,2130502-994881337,chmusso@cumbra.com.pe,Febrero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),16/11/2023,CP-SM-56-2023-MTC/20-1,Consultoría de Obra,"ESTUDIO DEFINITIVO DEL PROYECTO MEJORAMIENTO DE LA CARRETERA EMP. PE-28C (DV. PICHARI)-ABRA CIELO PUNCO - BOCA SANTA ANA - KEPASHIATO - KUMPIRUSHIATO - KITENI - PALMA REAL, TRAMO I, II y III"," $19,046,710.81 ",Soles,30/11/2023,20/12/2023,20/12/2023,05/01/2024,09/02/2024,Convocado,No,20101345018,HOB CONSULTORES S.A.,Consulta,7158111-322,hob@hobconsultores.com,Febrero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),16/11/2023,CP-SM-56-2023-MTC/20-1,Consultoría de Obra,"ESTUDIO DEFINITIVO DEL PROYECTO MEJORAMIENTO DE LA CARRETERA EMP. PE-28C (DV. PICHARI)-ABRA CIELO PUNCO - BOCA SANTA ANA - KEPASHIATO - KUMPIRUSHIATO - KITENI - PALMA REAL, TRAMO I, II y III"," $19,046,710.81 ",Soles,30/11/2023,20/12/2023,20/12/2023,05/01/2024,09/02/2024,Convocado,No,20100913225,JNR CONSULTORES SOCIEDAD ANONIMA,Consulta,943682334-959976859,licitaciones@jnrconsultores.com,Febrero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),16/11/2023,CP-SM-56-2023-MTC/20-1,Consultoría de Obra,"ESTUDIO DEFINITIVO DEL PROYECTO MEJORAMIENTO DE LA CARRETERA EMP. PE-28C (DV. PICHARI)-ABRA CIELO PUNCO - BOCA SANTA ANA - KEPASHIATO - KUMPIRUSHIATO - KITENI - PALMA REAL, TRAMO I, II y III"," $19,046,710.81 ",Soles,30/11/2023,20/12/2023,20/12/2023,05/01/2024,09/02/2024,Convocado,No,20524383901,URCI CONSULTORES S.L. SUCURSAL DEL PERU,Consulta,4420808,urciperu@urciconsultores.com,Febrero 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,20/09/2023,CP-SM-9-2023-PASLC-1,Consultoría de Obra,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE  Y ALCANTARILLADO DE LOS SECTORES 359 Y 360 Y NUEVAS HABILITACIONES  ESQUEMA INTEGRAL CARABAYLLO - SECTORES 352, 353, 355, 356, 357, 358. DISTRITO DE SAN ANTONIO (HUAROCHIRI)  DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA"," $18,604,116.00 ",Soles,04/10/2023,26/01/2024,26/01/2024,06/02/2024,08/02/2024,Convocado,No,20131039507,ARANA CONSULTORES S.A.C.,Consulta/Observación,012721726-975581614,contacto@aranaconsultoresperu.com,Febrero 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,20/09/2023,CP-SM-9-2023-PASLC-1,Consultoría de Obra,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE  Y ALCANTARILLADO DE LOS SECTORES 359 Y 360 Y NUEVAS HABILITACIONES  ESQUEMA INTEGRAL CARABAYLLO - SECTORES 352, 353, 355, 356, 357, 358. DISTRITO DE SAN ANTONIO (HUAROCHIRI)  DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA"," $18,604,116.00 ",Soles,04/10/2023,26/01/2024,26/01/2024,06/02/2024,08/02/2024,Convocado,No,99000009012,AYESA INGENIERIA Y ARQUITECTURA S.A.U.,Consulta/Observación,6373844-959170790,ofertas.peru@ayesa.com,Febrero 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,20/09/2023,CP-SM-9-2023-PASLC-1,Consultoría de Obra,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE  Y ALCANTARILLADO DE LOS SECTORES 359 Y 360 Y NUEVAS HABILITACIONES  ESQUEMA INTEGRAL CARABAYLLO - SECTORES 352, 353, 355, 356, 357, 358. DISTRITO DE SAN ANTONIO (HUAROCHIRI)  DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA"," $18,604,116.00 ",Soles,04/10/2023,26/01/2024,26/01/2024,06/02/2024,08/02/2024,Convocado,No,20601626510,"CONSULGAL - CONSULTORES DE ENGENHARIA E GESTAO, S.A. - SUCURSAL DEL PERU",Consulta,997543367-2137298,edgardo.gamarra@consulgal.pt,Febrero 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,20/09/2023,CP-SM-9-2023-PASLC-1,Consultoría de Obra,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE  Y ALCANTARILLADO DE LOS SECTORES 359 Y 360 Y NUEVAS HABILITACIONES  ESQUEMA INTEGRAL CARABAYLLO - SECTORES 352, 353, 355, 356, 357, 358. DISTRITO DE SAN ANTONIO (HUAROCHIRI)  DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA"," $18,604,116.00 ",Soles,04/10/2023,26/01/2024,26/01/2024,06/02/2024,08/02/2024,Convocado,No,20601137624,CONURMA INGENIEROS CONSULTORES S.L. SUCURSAL DEL PERU,Observación,5976643,peru@conurma.com,Febrero 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,20/09/2023,CP-SM-9-2023-PASLC-1,Consultoría de Obra,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE  Y ALCANTARILLADO DE LOS SECTORES 359 Y 360 Y NUEVAS HABILITACIONES  ESQUEMA INTEGRAL CARABAYLLO - SECTORES 352, 353, 355, 356, 357, 358. DISTRITO DE SAN ANTONIO (HUAROCHIRI)  DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA"," $18,604,116.00 ",Soles,04/10/2023,26/01/2024,26/01/2024,06/02/2024,08/02/2024,Convocado,No,20543698912,HM INGENIEROS CONSULTORES S.A.,Observación/Consulta,013964882,HMIC@HMINGENIEROS.PE,Febrero 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,20/09/2023,CP-SM-9-2023-PASLC-1,Consultoría de Obra,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE  Y ALCANTARILLADO DE LOS SECTORES 359 Y 360 Y NUEVAS HABILITACIONES  ESQUEMA INTEGRAL CARABAYLLO - SECTORES 352, 353, 355, 356, 357, 358. DISTRITO DE SAN ANTONIO (HUAROCHIRI)  DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA"," $18,604,116.00 ",Soles,04/10/2023,26/01/2024,26/01/2024,06/02/2024,08/02/2024,Convocado,No,20522890171,WATER ADVANCED SOLUTIONS PERU S.A.C.,Consulta,948491383,valeria-consuelo.picciotti@watersolutions.com.pe,Febrero 2024
